99,"Kingler","Water","",55,130,115,50,50,75,475,"Hyper Cutter","Shell Armor","","",
100,"Voltorb","Electric","",40,30,50,55,55,100,330,"Soundproof","Static","","",
101,"Electrode","Electric","",60,50,70,80,80,140,480,"Soundproof","Static","","",
102,"Exeggcute","Grass","Psychic",60,40,80,60,45,40,325,"Chlorophyll","","","",
103,"Exeggutor","Grass","Psychic",95,95,85,125,65,55,520,"Chlorophyll","","","",
104,"Cubone","Ground","",50,50,95,40,50,35,320,"Rock Head","Lightning Rod","","",
105,"Marowak","Ground","",60,80,110,50,80,45,425,"Rock Head","Lightning Rod","","",
106,"Hitmonlee","Fighting","",50,120,53,35,110,87,455,"Limber","","","",
107,"Hitmonchan","Fighting","",50,105,79,35,110,76,455,"Keen Eye","","","",
108,"Lickitung","Normal","",90,55,75,60,75,30,385,"Own Tempo","Oblivious","","",
109,"Koffing","Poison","",40,65,95,60,45,35,340,"Levitate","","","",
110,"Weezing","Poison","",65,90,120,85,70,60,490,"Levitate","","","",
111,"Rhyhorn","Ground","Rock",80,85,95,30,30,25,345,"Lightning Rod","Rock Head","","",
112,"Rhydon","Ground","Rock",105,130,120,45,45,40,485,"Lightning Rod","Rock Head","","",
113,"Chansey","Normal","",250,5,5,35,105,50,450,"Natural Cure","Serene Grace","","",
114,"Tangela","Grass","",65,55,115,100,40,60,435,"Chlorophyll","","","",
115,"Kangaskhan","Normal","",105,95,80,40,80,90,490,"Early Bird","","","",
116,"Horsea","Water","",30,40,70,70,25,60,295,"Swift Swim","","","",
117,"Seadra","Water","",55,65,95,95,45,85,440,"Poison Point","","","",
118,"Goldeen","Water","",45,67,60,35,50,63,320,"Swift Swim","Water Veil","","",
119,"Seaking","Water","",80,92,65,65,80,68,450,"Swift Swim","Water Veil","","",
120,"Staryu","Water","",30,45,55,70,55,85,340,"Illuminate","Natural Cure","","",
121,"Starmie","Water","Psychic",60,75,85,100,85,115,520,"Illuminate","Natural Cure","","",
122,"Mr. Mime","Psychic","",40,45,65,100,120,90,460,"Soundproof","","","",
123,"Scyther","Bug","Flying",70,110,80,55,80,105,500,"Swarm","","","",
124,"Jynx","Ice","Psychic",65,50,35,115,95,95,455,"Oblivious","","","",
125,"Electabuzz","Electric","",65,83,57,95,85,105,490,"Static","","","",
126,"Magmar","Fire","",65,95,57,100,85,93,495,"Flame Body","","","",
127,"Pinsir","Bug","",65,125,100,55,70,85,500,"Hyper Cutter","","","",
128,"Tauros","Normal","",75,100,95,40,70,110,490,"Intimidate","","","",
129,"Magikarp","Water","",20,10,55,15,20,80,200,"Swift Swim","","","",
130,"Gyarados","Water","Flying",95,125,79,60,100,81,540,"Intimidate","","","",
131,"Lapras","Water","Ice",130,85,80,85,95,60,535,"Water Absorb","Shell Armor","","",
132,"Ditto","Normal","",48,48,48,48,48,48,288,"Limber","","","",
133,"Eevee","Normal","",55,55,50,45,65,55,325,"Run Away","","","",
134,"Vaporeon","Water","",130,65,60,110,95,65,525,"Water Absorb","","","",
135,"Jolteon","Electric","",65,65,60,110,95,130,525,"Volt Absorb","","","",
136,"Flareon","Fire","",65,130,60,95,110,65,525,"Flash Fire","","","",
137,"Porygon","Normal","",65,60,70,85,75,40,395,"Trace","","","",
138,"Omanyte","Rock","Water",35,40,100,90,55,35,355,"Swift Swim","Shell Armor","","",
139,"Omastar","Rock","Water",70,60,125,115,70,55,495,"Swift Swim","Shell Armor","","",
140,"Kabuto","Rock","Water",30,80,90,55,45,55,355,"Swift Swim","Battle Armor","","",
141,"Kabutops","Rock","Water",60,115,105,65,70,80,495,"Swift Swim","Battle Armor","","",
142,"Aerodactyl","Rock","Flying",80,105,65,60,75,130,515,"Rock Head","Pressure","","",
143,"Snorlax","Normal","",160,110,65,65,110,30,540,"Immunity","Thick Fat","","",
144,"Articuno","Ice","Flying",90,85,100,95,125,85,580,"Pressure","","","",
145,"Zapdos","Electric","Flying",90,90,85,125,90,100,580,"Pressure","","","",
146,"Moltres","Fire","Flying",90,100,90,125,85,90,580,"Pressure","","","",
147,"Dratini","Dragon","",41,64,45,50,50,50,300,"Shed Skin","","","",
148,"Dragonair","Dragon","",61,84,65,70,70,70,420,"Shed Skin","","","",
149,"Dragonite","Dragon","Flying",91,134,95,100,100,80,600,"Inner Focus","","","",
150,"Mewtwo","Psychic","",106,110,90,154,90,130,680,"Pressure","","","",
151,"Mew","Psychic","",100,100,100,100,100,100,600,"Synchronize","","","",
152,"Chikorita","Grass","",45,49,65,49,65,45,318,"Overgrow","","","",
153,"Bayleef","Grass","",60,62,80,63,80,60,405,"Overgrow","","","",
154,"Meganium","Grass","",80,82,100,83,100,80,525,"Overgrow","","","",
155,"Cyndaquil","Fire","",39,52,43,60,50,65,309,"Blaze","","","",
156,"Quilava","Fire","",58,64,58,80,65,80,405,"Blaze","","","",
157,"Typhlosion","Fire","",78,84,78,109,85,100,534,"Blaze","","","",
158,"Totodile","Water","",50,65,64,44,48,43,314,"Torrent","","","",
159,"Croconaw","Water","",65,80,80,59,63,58,405,"Torrent","","","",
160,"Feraligatr","Water","",85,105,100,79,83,78,530,"Torrent","","","",
161,"Sentret","Normal","",35,46,34,35,45,20,215,"Run Away","Keen Eye","","",
162,"Furret","Normal","",85,76,64,45,55,90,415,"Run Away","Keen Eye","","",
163,"Hoothoot","Normal","Flying",60,30,30,36,56,50,262,"Insomnia","Keen Eye","","",
164,"Noctowl","Normal","Flying",100,50,50,76,96,70,442,"Insomnia","Keen Eye","","",
165,"Ledyba","Bug","Flying",40,20,30,40,80,55,265,"Swarm","Early Bird","","",
166,"Ledian","Bug","Flying",55,35,50,55,110,85,390,"Swarm","Early Bird","","",
167,"Spinarak","Bug","Poison",40,60,40,40,40,30,250,"Swarm","Insomnia","","",
168,"Ariados","Bug","Poison",70,90,70,60,60,40,390,"Swarm","Insomnia","","",
169,"Crobat","Poison","Flying",85,90,80,70,80,130,535,"Inner Focus","","","",
170,"Chinchou","Water","Electric",75,38,38,56,56,67,330,"Volt Absorb","Illuminate","","",
171,"Lanturn","Water","Electric",125,58,58,76,76,67,460,"Volt Absorb","Illuminate","","",
172,"Pichu","Electric","",20,40,15,35,35,60,205,"Static","","","",
173,"Cleffa","Normal","",50,25,28,45,55,15,218,"Cute Charm","","","",
174,"Igglybuff","Normal","",90,30,15,40,20,15,210,"Cute Charm","","","",
175,"Togepi","Normal","",35,20,65,40,65,20,245,"Hustle","Serene Grace","","",
176,"Togetic","Normal","Flying",55,40,85,80,105,40,405,"Hustle","Serene Grace","","",
177,"Natu","Psychic","Flying",40,50,45,70,45,70,320,"Synchronize","Early Bird","","",
178,"Xatu","Psychic","Flying",65,75,70,95,70,95,470,"Synchronize","Early Bird","","",
179,"Mareep","Electric","",55,40,40,65,45,35,280,"Static","","","",
180,"Flaaffy","Electric","",70,55,55,80,60,45,365,"Static","","","",
181,"Ampharos","Electric","",90,75,75,115,90,55,500,"Static","","","",
182,"Bellossom","Grass","",75,80,85,90,100,50,480,"Chlorophyll","","","",
183,"Marill","Water","",70,20,50,20,50,40,250,"Thick Fat","Huge Power","","",
184,"Azumarill","Water","",100,50,80,50,80,50,410,"Thick Fat","Huge Power","","",
185,"Sudowoodo","Rock","",70,100,115,30,65,30,410,"Sturdy","Rock Head","","",
186,"Politoed","Water","",90,75,75,90,100,70,500,"Water Absorb","Damp","","",
187,"Hoppip","Grass","Flying",35,35,40,35,55,50,250,"Chlorophyll","","","",
188,"Skiploom","Grass","Flying",55,45,50,45,65,80,340,"Chlorophyll","","","",
189,"Jumpluff","Grass","Flying",75,55,70,55,85,110,450,"Chlorophyll","","","",
190,"Aipom","Normal","",55,70,55,40,55,85,360,"Run Away","Pickup","","",
191,"Sunkern","Grass","",30,30,30,30,30,30,180,"Chlorophyll","","","",
192,"Sunflora","Grass","",75,75,55,105,85,30,425,"Chlorophyll","","","",
193,"Yanma","Bug","Flying",65,65,45,75,45,95,390,"Speed Boost","Compound Eyes","","",
194,"Wooper","Water","Ground",55,45,45,25,25,15,210,"Damp","Water Absorb","","",
195,"Quagsire","Water","Ground",95,85,85,65,65,35,430,"Damp","Water Absorb","","",
196,"Espeon","Psychic","",65,65,60,130,95,110,525,"Synchronize","","","",
197,"Umbreon","Dark","",95,65,110,60,130,65,525,"Synchronize","","","",
198,"Murkrow","Dark","Flying",60,85,42,85,42,91,405,"Insomnia","","","",
199,"Slowking","Water","Psychic",95,75,80,100,110,30,490,"Oblivious","Own Tempo","","",
200,"Misdreavus","Ghost","",60,60,60,85,85,85,435,"Levitate","","","",
201,"Unown","Psychic","",48,72,48,72,48,48,336,"Levitate","","","",
202,"Wobbuffet","Psychic","",190,33,58,33,58,33,405,"Shadow Tag","","","",
203,"Girafarig","Normal","Psychic",70,80,65,90,65,85,455,"Inner Focus","Early Bird","","",
204,"Pineco","Bug","",50,65,90,35,35,15,290,"Sturdy","","","",
205,"Forretress","Bug","Steel",75,90,140,60,60,40,465,"Sturdy","","","",
206,"Dunsparce","Normal","",100,70,70,65,65,45,415,"Serene Grace","Run Away","","",
207,"Gligar","Ground","Flying",65,75,105,35,65,85,430,"Hyper Cutter","Sand Veil","","",
208,"Steelix","Steel","Ground",75,85,200,55,65,30,510,"Rock Head","Sturdy","","",
209,"Snubbull","Normal","",60,80,50,40,40,30,300,"Intimidate","Run Away","","",
210,"Granbull","Normal","",90,120,75,60,60,45,450,"Intimidate","","","",
211,"Qwilfish","Water","Poison",65,95,75,55,55,85,430,"Poison Point","Swift Swim","","",
212,"Scizor","Bug","Steel",70,130,100,55,80,65,500,"Swarm","","","",
213,"Shuckle","Bug","Rock",20,10,230,10,230,5,505,"Sturdy","","","",
214,"Heracross","Bug","Fighting",80,125,75,40,95,85,500,"Swarm","Guts","","",
215,"Sneasel","Dark","Ice",55,95,55,35,75,115,430,"Inner Focus","Keen Eye","","",
216,"Teddiursa","Normal","",60,80,50,50,50,40,330,"Pickup","","","",
217,"Ursaring","Normal","",90,130,75,75,75,55,500,"Guts","","","",
218,"Slugma","Fire","",40,40,40,70,40,20,250,"Magma Armor","Flame Body","","",
219,"Magcargo","Fire","Rock",50,50,120,80,80,30,410,"Magma Armor","Flame Body","","",
220,"Swinub","Ice","Ground",50,50,40,30,30,50,250,"Oblivious","","","",
221,"Piloswine","Ice","Ground",100,100,80,60,60,50,450,"Oblivious","","","",
222,"Corsola","Water","Rock",55,55,85,65,85,35,380,"Hustle","Natural Cure","","",
223,"Remoraid","Water","",35,65,35,65,35,65,300,"Hustle","","","",
224,"Octillery","Water","",75,105,75,105,75,45,480,"Suction Cups","","","",
225,"Delibird","Ice","Flying",45,55,45,65,45,75,330,"Vital Spirit","Hustle","","",
226,"Mantine","Water","Flying",65,40,70,80,140,70,465,"Swift Swim","Water Absorb","","",
227,"Skarmory","Steel","Flying",65,80,140,40,70,70,465,"Keen Eye","Sturdy","","",
228,"Houndour","Dark","Fire",45,60,30,80,50,65,330,"Early Bird","Flash Fire","","",
229,"Houndoom","Dark","Fire",75,90,50,110,80,95,500,"Early Bird","Flash Fire","","",
230,"Kingdra","Water","Dragon",75,95,95,95,95,85,540,"Swift Swim","","","",
231,"Phanpy","Ground","",90,60,60,40,40,40,330,"Pickup","","","",
232,"Donphan","Ground","",90,120,120,60,60,50,500,"Sturdy","","","",
233,"Porygon2","Normal","",85,80,90,105,95,60,515,"Trace","","","",
234,"Stantler","Normal","",73,95,62,85,65,85,465,"Intimidate","","","",
235,"Smeargle","Normal","",55,20,35,20,45,75,250,"Own Tempo","","","",
236,"Tyrogue","Fighting","",35,35,35,35,35,35,210,"Guts","","","",
237,"Hitmontop","Fighting","",50,95,95,35,110,70,455,"Intimidate","","","",
238,"Smoochum","Ice","Psychic",45,30,15,85,65,65,305,"Oblivious","","","",
239,"Elekid","Electric","",45,63,37,65,55,95,360,"Static","","","",
240,"Magby","Fire","",45,75,37,70,55,83,365,"Flame Body","","","",
241,"Miltank","Normal","",95,80,105,40,70,100,490,"Thick Fat","","","",
242,"Blissey","Normal","",255,10,10,75,135,55,540,"Natural Cure","Serene Grace","","",
243,"Raikou","Electric","",90,85,75,115,100,115,580,"Pressure","","","",
244,"Entei","Fire","",115,115,85,90,75,100,580,"Pressure","","","",
245,"Suicune","Water","",100,75,115,90,115,85,580,"Pressure","","","",
246,"Larvitar","Rock","Ground",50,64,50,45,50,41,300,"Guts","","","",
247,"Pupitar","Rock","Ground",70,84,70,65,70,51,410,"Shed Skin","","","",
248,"Tyranitar","Rock","Dark",100,134,110,95,100,61,600,"Sand Stream","","","",
249,"Lugia","Psychic","Flying",106,90,130,90,154,110,680,"Pressure","","","",
250,"Ho-Oh","Fire","Flying",106,130,90,110,154,90,680,"Pressure","","","",
251,"Celebi","Psychic","Grass",100,100,100,100,100,100,600,"Natural Cure","","","",
252,"Treecko","Grass","",40,45,35,65,55,70,310,"Overgrow","","","",
253,"Grovyle","Grass","",50,65,45,85,65,95,405,"Overgrow","","","",
254,"Sceptile","Grass","",70,85,65,105,85,120,530,"Overgrow","","","",
255,"Torchic","Fire","",45,60,40,70,50,45,310,"Blaze","","","",
256,"Combusken","Fire","Fighting",60,85,60,85,60,55,405,"Blaze","","","",
257,"Blaziken","Fire","Fighting",80,120,70,110,70,80,530,"Blaze","","","",
258,"Mudkip","Water","",50,70,50,50,50,40,310,"Torrent","","","",
259,"Marshtomp","Water","Ground",70,85,70,60,70,50,405,"Torrent","","","",
260,"Swampert","Water","Ground",100,110,90,85,90,60,535,"Torrent","","","",
261,"Poochyena","Dark","",35,55,35,30,30,35,220,"Run Away","","","",
262,"Mightyena","Dark","",70,90,70,60,60,70,420,"Intimidate","","","",
263,"Zigzagoon","Normal","",38,30,41,30,41,60,240,"Pickup","","","",
264,"Linoone","Normal","",78,70,61,50,61,100,420,"Pickup","","","",
265,"Wurmple","Bug","",45,45,35,20,30,20,195,"Shield Dust","","","",
266,"Silcoon","Bug","",50,35,55,25,25,15,205,"Shed Skin","","","",
267,"Beautifly","Bug","Flying",60,70,50,90,50,65,385,"Swarm","","","",
268,"Cascoon","Bug","",50,35,55,25,25,15,205,"Shed Skin","","","",
269,"Dustox","Bug","Poison",60,50,70,50,90,65,385,"Shield Dust","","","",
270,"Lotad","Water","Grass",40,30,30,40,50,30,220,"Swift Swim","Rain Dish","","",
271,"Lombre","Water","Grass",60,50,50,60,70,50,340,"Swift Swim","Rain Dish","","",
272,"Ludicolo","Water","Grass",80,70,70,90,100,70,480,"Swift Swim","Rain Dish","","",
273,"Seedot","Grass","",40,40,50,30,30,30,220,"Chlorophyll","Early Bird","","",
274,"Nuzleaf","Grass","Dark",70,70,40,60,40,60,340,"Chlorophyll","Early Bird","","",
275,"Shiftry","Grass","Dark",90,100,60,90,60,80,480,"Chlorophyll","Early Bird","","",
276,"Taillow","Normal","Flying",40,55,30,30,30,85,270,"Guts","","","",
277,"Swellow","Normal","Flying",60,85,60,50,50,125,430,"Guts","","","",
278,"Wingull","Water","Flying",40,30,30,55,30,85,270,"Keen Eye","","","",
279,"Pelipper","Water","Flying",60,50,100,85,70,65,430,"Keen Eye","","","",
280,"Ralts","Psychic","",28,25,25,45,35,40,198,"Synchronize","Trace","","",
281,"Kirlia","Psychic","",38,35,35,65,55,50,278,"Synchronize","Trace","","",
282,"Gardevoir","Psychic","",68,65,65,125,115,80,518,"Synchronize","Trace","","",
283,"Surskit","Bug","Water",40,30,32,50,52,65,269,"Swift Swim","","","",
284,"Masquerain","Bug","Flying",70,60,62,80,82,60,414,"Intimidate","","","",
285,"Shroomish","Grass","",60,40,60,40,60,35,295,"Effect Spore","","","",
286,"Breloom","Grass","Fighting",60,130,80,60,60,70,460,"Effect Spore","","","",
287,"Slakoth","Normal","",60,60,60,35,35,30,280,"Truant","","","",
288,"Vigoroth","Normal","",80,80,80,55,55,90,440,"Vital Spirit","","","",
289,"Slaking","Normal","",150,160,100,95,65,100,670,"Truant","","","",
290,"Nincada","Bug","Ground",31,45,90,30,30,40,266,"Compound Eyes","","","",
291,"Ninjask","Bug","Flying",61,90,45,50,50,160,456,"Speed Boost","","","",
292,"Shedinja","Bug","Ghost",1,90,45,30,30,40,236,"Wonder Guard","","","",
293,"Whismur","Normal","",64,51,23,51,23,28,240,"Soundproof","","","",
294,"Loudred","Normal","",84,71,43,71,43,48,360,"Soundproof","","","",
295,"Exploud","Normal","",104,91,63,91,63,68,480,"Soundproof","","","",
296,"Makuhita","Fighting","",72,60,30,20,30,25,237,"Thick Fat","Guts","","",
297,"Hariyama","Fighting","",144,120,60,40,60,50,474,"Thick Fat","Guts","","",
298,"Azurill","Normal","",50,20,40,20,40,20,190,"Thick Fat","Huge Power","","",
299,"Nosepass","Rock","",30,45,135,45,90,30,375,"Sturdy","Magnet Pull","","",
300,"Skitty","Normal","",50,45,45,35,35,50,260,"Cute Charm","","","",
301,"Delcatty","Normal","",70,65,65,55,55,70,380,"Cute Charm","","","",
302,"Sableye","Dark","Ghost",50,75,75,65,65,50,380,"Keen Eye","","","",
303,"Mawile","Steel","",50,85,85,55,55,50,380,"Hyper Cutter","Intimidate","","",
304,"Aron","Steel","Rock",50,70,100,40,40,30,330,"Sturdy","Rock Head","","",
305,"Lairon","Steel","Rock",60,90,140,50,50,40,430,"Sturdy","Rock Head","","",
306,"Aggron","Steel","Rock",70,110,180,60,60,50,530,"Sturdy","Rock Head","","",
307,"Meditite","Fighting","Psychic",30,40,55,40,55,60,280,"Pure Power","","","",
308,"Medicham","Fighting","Psychic",60,60,75,60,75,80,410,"Pure Power","","","",
309,"Electrike","Electric","",40,45,40,65,40,65,295,"Static","Lightning Rod","","",
310,"Manectric","Electric","",70,75,60,105,60,105,475,"Static","Lightning Rod","","",
311,"Plusle","Electric","",60,50,40,85,75,95,405,"Plus","","","",
312,"Minun","Electric","",60,40,50,75,85,95,405,"Minus","","","",
313,"Volbeat","Bug","",65,73,55,47,75,85,400,"Illuminate","Swarm","","",
314,"Illumise","Bug","",65,47,55,73,75,85,400,"Oblivious","","","",
315,"Roselia","Grass","Poison",50,60,45,100,80,65,400,"Natural Cure","Poison Point","","",
316,"Gulpin","Poison","",70,43,53,43,53,40,302,"Liquid Ooze","Sticky Hold","","",
317,"Swalot","Poison","",100,73,83,73,83,55,467,"Liquid Ooze","Sticky Hold","","",
318,"Carvanha","Water","Dark",45,90,20,65,20,65,305,"Rough Skin","","","",
319,"Sharpedo","Water","Dark",70,120,40,95,40,95,460,"Rough Skin","","","",
320,"Wailmer","Water","",130,70,35,70,35,60,400,"Water Veil","Oblivious","","",
321,"Wailord","Water","",170,90,45,90,45,60,500,"Water Veil","Oblivious","","",
322,"Numel","Fire","Ground",60,60,40,65,45,35,305,"Oblivious","","","",
323,"Camerupt","Fire","Ground",70,100,70,105,75,40,460,"Magma Armor","","","",
324,"Torkoal","Fire","",70,85,140,85,70,20,470,"White Smoke","","","",
325,"Spoink","Psychic","",60,25,35,70,80,60,330,"Thick Fat","Own Tempo","","",
326,"Grumpig","Psychic","",80,45,65,90,110,80,470,"Thick Fat","Own Tempo","","",
327,"Spinda","Normal","",60,60,60,60,60,60,360,"Own Tempo","","","",
328,"Trapinch","Ground","",45,100,45,45,45,10,290,"Hyper Cutter","Arena Trap","","",
329,"Vibrava","Ground","Dragon",50,70,50,50,50,70,340,"Levitate","","","",
330,"Flygon","Ground","Dragon",80,100,80,80,80,100,520,"Levitate","","","",
331,"Cacnea","Grass","",50,85,40,85,40,35,335,"Sand Veil","","","",
332,"Cacturne","Grass","Dark",70,115,60,115,60,55,475,"Sand Veil","","","",
